Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),"Facebook co-founder Chris Hughes has called on the federal government to start anti-trust action against the company and to break it up, such as requiring it to spin off WhatsApp and Instagram as separate companies. Do you oppose or support anti-trust action against Facebook?",Age,Gender,Household Income,Region,Device Type
10723561939,233578950,2019-05-11 16:58:19,2019-05-11 17:06:33,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,30-44,Male,"$75,000-$99,999",West North Central,Android Phone / Tablet
10723560992,233578950,2019-05-11 16:59:01,2019-05-11 17:03:59,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,No,White or Caucasian,Strongly oppose,18-29,Female,"$25,000-$49,999",East South Central,Android Phone / Tablet
10723560886,233578950,2019-05-11 16:58:03,2019-05-11 17:05:49,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,> 60,Male,"$50,000-$74,999",Pacific,Android Phone / Tablet
10723560427,233578950,2019-05-11 16:58:07,2019-05-11 17:00:54,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,30-44,Male,"$200,000+",South Atlantic,Android Phone / Tablet
10723558968,233578950,2019-05-11 16:56:09,2019-05-11 17:00:05,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$75,000-$99,999",East South Central,Android Phone / Tablet
10723557454,233578950,2019-05-11 16:54:15,2019-05-11 16:58:06,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,45-60,Male,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10723557415,233578950,2019-05-11 16:53:42,2019-05-11 16:56:01,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Another race,Neither support nor oppose,18-29,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10723556448,233578950,2019-05-11 16:52:38,2019-05-11 16:54:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,No,Hispanic or Latino,I don't know,18-29,Female,"$10,000-$24,999",East South Central,iOS Phone / Tablet
10723555778,233578950,2019-05-11 16:52:02,2019-05-11 16:54:48,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,18-29,Male,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10723554038,233578950,2019-05-11 16:49:57,2019-05-11 16:53:44,I don't know or I'd rather not say,Slightly conservative,Unsure / Don’t know,White or Caucasian,Somewhat support,45-60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723553440,233578950,2019-05-11 16:49:16,2019-05-11 16:50:33,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,No,Hispanic or Latino,Neither support nor oppose,18-29,Male,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10723552957,233578950,2019-05-11 16:48:30,2019-05-11 16:53:54,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,Yes,American Indian or Alaska Native,Strongly support,45-60,Female,"$50,000-$74,999",West South Central,Android Phone / Tablet
10723552826,233578950,2019-05-11 16:46:35,2019-05-11 16:49:30,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,,,,,,
10723552489,233578950,2019-05-11 16:47:33,2019-05-11 16:54:36,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10723551681,233578950,2019-05-11 16:46:04,2019-05-11 16:49:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,Black or African American,Neither support nor oppose,18-29,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723549281,233578950,2019-05-11 16:43:07,2019-05-11 17:33:13,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10723547241,233578950,2019-05-11 16:40:48,2019-05-11 16:58:48,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Somewhat support,30-44,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
10723546874,233578950,2019-05-11 16:40:29,2019-05-11 16:44:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly oppose,30-44,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
10723544588,233578950,2019-05-11 16:37:28,2019-05-11 16:41:57,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I don't know,30-44,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10723543729,233578950,2019-05-11 16:35:20,2019-05-11 16:40:17,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Support,18-29,Male,"$175,000-$199,999",Middle Atlantic,Android Phone / Tablet
10723542336,233578950,2019-05-11 16:33:38,2019-05-11 16:40:22,I don't know or I'd rather not say,Very conservative,No,Black or African American,Neither support nor oppose,18-29,Male,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10723541080,233578950,2019-05-11 16:32:35,2019-05-11 16:38:51,I don't know or I'd rather not say,Moderately liberal,No,White or Caucasian,Neither support nor oppose,30-44,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723540221,233578950,2019-05-11 16:31:29,2019-05-11 16:36:18,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,,,,,
10723540063,233578950,2019-05-11 16:31:16,2019-05-11 16:42:01,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,,,,,
10723540002,233578950,2019-05-11 16:31:00,2019-05-11 16:37:45,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,No,Another race,Somewhat support,18-29,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723539185,233578950,2019-05-11 16:30:08,2019-05-11 16:32:57,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,Hispanic or Latino,Support,18-29,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10723537442,233578950,2019-05-11 16:27:40,2019-05-11 16:29:24,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10723536235,233578950,2019-05-11 16:25:45,2019-05-11 16:40:46,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,> 60,Female,"$25,000-$49,999",Mountain,Android Phone / Tablet
10723536045,233578950,2019-05-11 16:26:06,2019-05-11 16:29:04,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Unsure / Don’t know,Another race,Support,18-29,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10723535902,233578950,2019-05-11 16:25:14,2019-05-11 16:37:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly oppose,45-60,Male,"$75,000-$99,999",Mountain,iOS Phone / Tablet
10723533919,233578950,2019-05-11 16:22:58,2019-05-11 16:25:51,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Unsure / Don’t know,Asian or Asian American,Support,30-44,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10723533672,233578950,2019-05-11 16:23:06,2019-05-11 16:25:28,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,Hispanic or Latino,I don't know,30-44,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10723533581,233578950,2019-05-11 16:22:49,2019-05-11 16:25:46,I don't know or I'd rather not say,Slightly liberal,No,Hispanic or Latino,Support,18-29,Male,"$25,000-$49,999",Mountain,Android Phone / Tablet
10723531731,233578950,2019-05-11 16:14:42,2019-05-11 16:20:49,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,,,,,,
10723531404,233578950,2019-05-11 16:19:45,2019-05-11 16:22:07,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Native Hawaiian or other Pacific Islander,Neither support nor oppose,18-29,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10723530330,233578950,2019-05-11 16:18:48,2019-05-11 16:19:46,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,Black or African American,Neither support nor oppose,30-44,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10723529459,233578950,2019-05-11 16:17:35,2019-05-11 16:18:59,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Asian or Asian American,Somewhat oppose,18-29,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723529242,233578950,2019-05-11 16:16:27,2019-05-11 16:23:45,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,45-60,Male,"$200,000+",West North Central,Android Phone / Tablet
10723529054,233578950,2019-05-11 16:17:08,2019-05-11 16:19:04,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,,,,,
10723528991,233578950,2019-05-11 16:17:02,2019-05-11 16:17:55,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat oppose,18-29,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10723528659,233578950,2019-05-11 16:16:29,2019-05-11 16:19:35,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,Yes,White or Caucasian,Strongly oppose,45-60,Female,"$100,000-$124,999",New England,iOS Phone / Tablet
10723528342,233578950,2019-05-11 16:16:01,2019-05-11 16:19:40,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
10723528137,233578950,2019-05-11 16:15:49,2019-05-11 16:20:28,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,Strongly support,18-29,Male,Prefer not to answer,East North Central,iOS Phone / Tablet
10723528001,233578950,2019-05-11 16:15:38,2019-05-11 16:16:39,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Somewhat oppose,30-44,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10723527973,233578950,2019-05-11 16:15:24,2019-05-11 16:19:46,I don't know or I'd rather not say,Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,Somewhat support,45-60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10723525855,233578950,2019-05-11 16:06:10,2019-05-11 16:31:52,I don't know or I'd rather not say,Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,Neither support nor oppose,,,,,
10723521466,233578950,2019-05-11 16:07:02,2019-05-11 16:16:48,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,18-29,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10723520500,233578950,2019-05-11 16:05:36,2019-05-11 16:07:35,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Hispanic or Latino,Neither support nor oppose,,,,,
10723517743,233578950,2019-05-11 16:01:22,2019-05-11 16:04:52,I don't know or I'd rather not say,Very conservative,Yes,Hispanic or Latino,Neither support nor oppose,18-29,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10723517714,233578950,2019-05-11 16:02:18,2019-05-11 16:04:45,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,Yes,Hispanic or Latino,Support,18-29,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723517530,233578950,2019-05-11 16:01:57,2019-05-11 16:04:00,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,,,,,
10723517324,233578950,2019-05-11 16:00:54,2019-05-11 16:04:25,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,18-29,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10723517265,233578950,2019-05-11 16:01:06,2019-05-11 16:04:34,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Asian or Asian American,Somewhat support,18-29,Male,Prefer not to answer,West South Central,iOS Phone / Tablet
10723517165,233578950,2019-05-11 16:01:20,2019-05-11 16:08:15,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Black or African American,Neither support nor oppose,18-29,Female,"$100,000-$124,999",New England,iOS Phone / Tablet
10723516805,233578950,2019-05-11 16:01:14,2019-05-11 16:02:07,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,45-60,Female,"$50,000-$74,999",New England,iOS Phone / Tablet
10723515835,233578950,2019-05-11 15:59:03,2019-05-11 16:06:27,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,I don't know,30-44,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723511736,233578950,2019-05-11 15:54:19,2019-05-11 15:57:47,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Somewhat oppose,45-60,Female,"$100,000-$124,999",Pacific,Android Phone / Tablet
10723510333,233578950,2019-05-11 15:52:21,2019-05-11 16:10:04,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10723509272,233578950,2019-05-11 15:51:10,2019-05-11 15:53:31,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10723508764,233578950,2019-05-11 15:50:17,2019-05-11 15:52:50,I don't know or I'd rather not say,Neither liberal nor conservative,Unsure / Don’t know,Asian or Asian American,Neither support nor oppose,30-44,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10723507508,233578950,2019-05-11 15:48:30,2019-05-11 16:03:07,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Another race,Neither support nor oppose,45-60,Male,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10723505386,233578950,2019-05-11 15:45:56,2019-05-11 15:49:15,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Black or African American,Oppose,18-29,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10723503722,233578950,2019-05-11 15:43:52,2019-05-11 15:46:57,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723500657,233578950,2019-05-11 15:40:01,2019-05-11 15:45:42,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,30-44,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10723496993,233578950,2019-05-11 15:35:29,2019-05-11 15:40:23,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,30-44,Female,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet
10723496554,233578950,2019-05-11 15:34:57,2019-05-11 15:36:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Support,,,,,
10723494590,233578950,2019-05-11 15:32:40,2019-05-11 15:36:55,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,30-44,Male,"$100,000-$124,999",Pacific,Android Phone / Tablet
10723494487,233578950,2019-05-11 15:31:40,2019-05-11 15:36:06,I don't know or I'd rather not say,Very conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10723494314,233578950,2019-05-11 15:31:44,2019-05-11 15:38:02,I don't know or I'd rather not say,Moderately conservative,Yes,Black or African American,Neither support nor oppose,30-44,Female,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
10723494138,233578950,2019-05-11 15:31:50,2019-05-11 15:41:10,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Hispanic or Latino,I don't know,30-44,Male,"$50,000-$74,999",Pacific,Android Phone / Tablet
10723493527,233578950,2019-05-11 15:30:57,2019-05-11 15:37:43,I don't know or I'd rather not say,Slightly liberal,No,Asian or Asian American,Support,30-44,Female,"$75,000-$99,999",West South Central,iOS Phone / Tablet
10723488526,233578950,2019-05-11 15:21:20,2019-05-11 15:27:31,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Hispanic or Latino,Somewhat support,18-29,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723488238,233578950,2019-05-11 15:23:49,2019-05-11 15:30:26,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Strongly support,45-60,Female,"$0-$9,999",West North Central,Android Phone / Tablet
10723487205,233578950,2019-05-11 15:23:04,2019-05-11 15:25:45,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,18-29,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10723483986,233578950,2019-05-11 15:19:01,2019-05-11 15:21:56,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,45-60,Female,"$100,000-$124,999",East North Central,Android Phone / Tablet
10723481998,233578950,2019-05-11 15:16:17,2019-05-11 15:22:46,I don't know or I'd rather not say,Slightly conservative,No,Hispanic or Latino,Somewhat oppose,18-29,Female,"$0-$9,999",Mountain,iOS Phone / Tablet
10723481824,233578950,2019-05-11 15:15:59,2019-05-11 15:22:34,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,Strongly support,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10723481681,233578950,2019-05-11 15:16:09,2019-05-11 15:24:25,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Strongly support,30-44,Female,"$100,000-$124,999",West South Central,Android Phone / Tablet
10723481477,233578950,2019-05-11 15:15:54,2019-05-11 15:17:47,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10723481042,233578950,2019-05-11 15:15:04,2019-05-11 15:20:09,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Neither support nor oppose,45-60,Female,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet
10723480665,233578950,2019-05-11 15:14:42,2019-05-11 15:18:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Support,45-60,Male,"$125,000-$149,999",South Atlantic,iOS Phone / Tablet
10723479325,233578950,2019-05-11 15:13:09,2019-05-11 15:15:37,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,I don't know,30-44,Female,"$10,000-$24,999",West North Central,iOS Phone / Tablet
10723478637,233578950,2019-05-11 15:12:32,2019-05-11 15:15:12,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10723477951,233578950,2019-05-11 15:11:06,2019-05-11 15:19:33,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat support,45-60,Female,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet
10723477215,233578950,2019-05-11 15:07:56,2019-05-11 15:16:47,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Black or African American,I don't know,30-44,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723477079,233578950,2019-05-11 15:07:13,2019-05-11 15:11:09,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,,,,,,
10723474586,233578950,2019-05-11 15:06:15,2019-05-11 15:08:52,I don't know or I'd rather not say,Moderately conservative,Yes,Black or African American,,,,,,
10723472459,233578950,2019-05-11 14:57:11,2019-05-11 15:05:54,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,Black or African American,Oppose,18-29,Male,"$0-$9,999",East South Central,iOS Phone / Tablet
10723471395,233578950,2019-05-11 15:03:45,2019-05-11 15:08:49,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723471184,233578950,2019-05-11 15:03:20,2019-05-11 15:10:00,I don't know or I'd rather not say,Moderately conservative,Unsure / Don’t know,White or Caucasian,Neither support nor oppose,30-44,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10723471155,233578950,2019-05-11 15:03:23,2019-05-11 15:09:40,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Hispanic or Latino,Strongly support,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723470378,233578950,2019-05-11 15:02:41,2019-05-11 15:06:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10723470271,233578950,2019-05-11 15:02:24,2019-05-11 15:04:41,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Black or African American,I don't know,18-29,Female,"$0-$9,999",West South Central,iOS Phone / Tablet
10723470205,233578950,2019-05-11 15:02:15,2019-05-11 15:07:45,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Somewhat oppose,18-29,Female,"$0-$9,999",East North Central,iOS Phone / Tablet
10723470125,233578950,2019-05-11 15:01:01,2019-05-11 15:04:28,I don't know or I'd rather not say,I don't know or I'd rather not say,No,Hispanic or Latino,Neither support nor oppose,18-29,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10723469958,233578950,2019-05-11 15:01:43,2019-05-11 15:12:35,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly support,18-29,Female,"$100,000-$124,999",Pacific,Android Phone / Tablet
10723469263,233578950,2019-05-11 15:01:18,2019-05-11 15:07:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,18-29,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10723469165,233578950,2019-05-11 15:01:09,2019-05-11 15:03:41,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Somewhat support,,,,,
10723466541,233578950,2019-05-11 14:57:59,2019-05-11 14:59:38,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,18-29,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723466202,233578950,2019-05-11 14:57:49,2019-05-11 14:59:51,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,18-29,Male,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
10723463821,233578950,2019-05-11 14:54:56,2019-05-11 14:57:23,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,18-29,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10723463742,233578950,2019-05-11 14:54:44,2019-05-11 14:57:36,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Somewhat support,18-29,Female,Prefer not to answer,East North Central,iOS Phone / Tablet
10723463725,233578950,2019-05-11 14:54:20,2019-05-11 14:59:16,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,Strongly support,30-44,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10723462834,233578950,2019-05-11 14:53:37,2019-05-11 14:56:24,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Hispanic or Latino,I don't know,45-60,Male,"$75,000-$99,999",Mountain,Android Phone / Tablet
10723461892,233578950,2019-05-11 14:52:27,2019-05-11 14:56:14,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10723456671,233578950,2019-05-11 14:45:58,2019-05-11 14:49:02,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,18-29,Male,"$50,000-$74,999",New England,iOS Phone / Tablet
10723456363,233578950,2019-05-11 14:45:54,2019-05-11 14:47:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,No,White or Caucasian,Neither support nor oppose,18-29,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10723455555,233578950,2019-05-11 14:44:43,2019-05-11 14:51:05,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$100,000-$124,999",Mountain,Android Phone / Tablet
10723454050,233578950,2019-05-11 14:42:57,2019-05-11 14:45:35,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Hispanic or Latino,Strongly support,18-29,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723453183,233578950,2019-05-11 14:42:09,2019-05-11 14:45:05,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,Support,45-60,Male,"$75,000-$99,999",East North Central,Android Phone / Tablet
10723452504,233578950,2019-05-11 14:41:19,2019-05-11 14:43:26,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,No,White or Caucasian,I don't know,18-29,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10723452456,233578950,2019-05-11 14:41:07,2019-05-11 14:44:40,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,Asian or Asian American,Somewhat support,45-60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10723452129,233578950,2019-05-11 14:40:29,2019-05-11 14:45:50,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10723451215,233578950,2019-05-11 14:39:33,2019-05-11 14:44:23,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10723449363,233578950,2019-05-11 14:37:33,2019-05-11 14:40:11,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,45-60,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
10723447658,233578950,2019-05-11 14:35:33,2019-05-11 14:38:59,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly support,18-29,Male,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
